"translation_key","source_type","route","owner","status"
"career.resources_curated","dictionary","Career Path","i18n","localized"
"career.curated_count","dictionary","Career Path","i18n","localized"
"career.free","dictionary","Career Path","i18n","localized"
"career.glossary_building","dictionary","Career Path","i18n","localized"
"career.key_terms","dictionary","Career Path","i18n","localized"
"career.job_titles","dictionary","Career Path","i18n","localized"
"career.annual_salary","dictionary","Career Path","i18n","localized"
"career.col_country","dictionary","Career Path","i18n","localized"
"career.col_min","dictionary","Career Path","i18n","localized"
"career.col_max","dictionary","Career Path","i18n","localized"
"career.col_range","dictionary","Career Path","i18n","localized"
"career.per_year","dictionary","Career Path","i18n","localized"
"career.top","dictionary","Career Path","i18n","localized"
"career.sources","dictionary","Career Path","i18n","localized"
"nav.store","dictionary","Other","i18n","localized"
"dash.all_complete","dictionary","Other","i18n","localized"
"dash.welcome","dictionary","Other","i18n","localized"
"dash.snapshot","dictionary","Other","i18n","localized"
"dash.stat.progress","dictionary","Other","i18n","localized"
"dash.stat.streak","dictionary","Other","i18n","localized"
"dash.stat.quizzes","dictionary","Other","i18n","localized"
"dash.stat.programs","dictionary","Other","i18n","localized"
"dash.my_programs","dictionary","Other","i18n","localized"
"dash.complete","dictionary","Other","i18n","localized"
"dash.next","dictionary","Other","i18n","localized"
"dash.continue","dictionary","Other","i18n","localized"
"dash.quick_actions","dictionary","Other","i18n","localized"
"dash.action.portal","dictionary","Other","i18n","localized"
"dash.action.programs","dictionary","Other","i18n","localized"
"dash.action.community","dictionary","Other","i18n","localized"
"dash.action.sprint","dictionary","Other","i18n","localized"
"dash.action.feedback","dictionary","Other","i18n","localized"
"pricing.inc0","dictionary","Pricing","i18n","localized"
"pricing.inc1","dictionary","Pricing","i18n","localized"
"pricing.inc2","dictionary","Pricing","i18n","localized"
"pricing.inc3","dictionary","Pricing","i18n","localized"
"pricing.inc4","dictionary","Pricing","i18n","localized"
"pricing.inc5","dictionary","Pricing","i18n","localized"
"pricing.inc6","dictionary","Pricing","i18n","localized"
"pricing.inc7","dictionary","Pricing","i18n","localized"
"pricing.faq_q0","dictionary","Pricing","i18n","localized"
"pricing.faq_a0","dictionary","Pricing","i18n","localized"
"pricing.faq_q1","dictionary","Pricing","i18n","localized"
"pricing.faq_a1","dictionary","Pricing","i18n","localized"
"pricing.faq_q2","dictionary","Pricing","i18n","localized"
"pricing.faq_a2","dictionary","Pricing","i18n","localized"
"pricing.faq_q3","dictionary","Pricing","i18n","localized"
"pricing.faq_a3","dictionary","Pricing","i18n","localized"
"pricing.faq_q4","dictionary","Pricing","i18n","localized"
"pricing.faq_a4","dictionary","Pricing","i18n","localized"
"pricing.badge","dictionary","Pricing","i18n","localized"
"pricing.h1_line1","dictionary","Pricing","i18n","localized"
"pricing.h1_line2","dictionary","Pricing","i18n","localized"
"pricing.h1_line3","dictionary","Pricing","i18n","localized"
"pricing.sub","dictionary","Pricing","i18n","localized"
"pricing.pass_badge","dictionary","Pricing","i18n","localized"
"pricing.rate","dictionary","Pricing","i18n","localized"
"pricing.cta_btn","dictionary","Pricing","i18n","localized"
"pricing.free_pre","dictionary","Pricing","i18n","localized"
"pricing.free_strong","dictionary","Pricing","i18n","localized"
"pricing.free_body","dictionary","Pricing","i18n","localized"
"pricing.free_link","dictionary","Pricing","i18n","localized"
"pricing.ent_strong","dictionary","Pricing","i18n","localized"
"pricing.ent_body","dictionary","Pricing","i18n","localized"
"pricing.ent_link","dictionary","Pricing","i18n","localized"
"pricing.faq_label","dictionary","Pricing","i18n","localized"
"pricing.faq_h2","dictionary","Pricing","i18n","localized"
"pricing.faq_h2b","dictionary","Pricing","i18n","localized"
"talent.badge","dictionary","Other","i18n","localized"
"talent.h1a","dictionary","Other","i18n","localized"
"talent.h1b","dictionary","Other","i18n","localized"
"talent.sub","dictionary","Other","i18n","localized"
"talent.join_btn","dictionary","Other","i18n","localized"
"talent.emp_btn","dictionary","Other","i18n","localized"
"talent.how_label","dictionary","Other","i18n","localized"
"talent.how_h2a","dictionary","Other","i18n","localized"
"talent.how_h2_hl","dictionary","Other","i18n","localized"
"talent.how_h2b","dictionary","Other","i18n","localized"
"talent.hire_h2a","dictionary","Other","i18n","localized"
"talent.hire_h2b","dictionary","Other","i18n","localized"
"talent.hire_sub","dictionary","Other","i18n","localized"
"talent.portal_btn","dictionary","Other","i18n","localized"
"talent.enroll_btn","dictionary","Other","i18n","localized"
"portfolio.title","dictionary","Portfolio","i18n","localized"
"portfolio.sub","dictionary","Portfolio","i18n","localized"
"portfolio.empty_h","dictionary","Portfolio","i18n","localized"
"portfolio.empty_sub","dictionary","Portfolio","i18n","localized"
"portfolio.empty_btn","dictionary","Portfolio","i18n","localized"
"auth.payment.success","dictionary","Auth","i18n","localized"
"auth.payment.success.sub","dictionary","Auth","i18n","localized"
"auth.welcome","dictionary","Auth","i18n","localized"
"auth.magiclink.verified.sub","dictionary","Auth","i18n","localized"
"auth.error","dictionary","Auth","i18n","localized"
"auth.err.payment_unavailable","dictionary","Auth","i18n","localized"
"auth.err.invalid_creds","dictionary","Auth","i18n","localized"
"auth.err.generic","dictionary","Auth","i18n","localized"
"auth.err.reset_failed","dictionary","Auth","i18n","localized"
"auth.err.google_unavailable","dictionary","Auth","i18n","localized"
"auth.payment.declined","dictionary","Auth","i18n","localized"
"auth.payment.declined.sub","dictionary","Auth","i18n","localized"
"auth.forgot.sent_title","dictionary","Auth","i18n","localized"
"auth.forgot.sent_sub","dictionary","Auth","i18n","localized"
"auth.forgot.sent_to","dictionary","Auth","i18n","localized"
"auth.forgot.sent_note","dictionary","Auth","i18n","localized"
"auth.back_signin","dictionary","Auth","i18n","localized"
"auth.forgot.title","dictionary","Auth","i18n","localized"
"auth.forgot.sub","dictionary","Auth","i18n","localized"
"auth.email","dictionary","Auth","i18n","localized"
"auth.forgot.sending","dictionary","Auth","i18n","localized"
"auth.forgot.send","dictionary","Auth","i18n","localized"
"auth.confirm.title","dictionary","Auth","i18n","localized"
"auth.confirm.sub","dictionary","Auth","i18n","localized"
"auth.confirm.sent_to","dictionary","Auth","i18n","localized"
"auth.confirm.step1","dictionary","Auth","i18n","localized"
"auth.confirm.step2","dictionary","Auth","i18n","localized"
"auth.confirm.step3","dictionary","Auth","i18n","localized"
"auth.confirm.step4","dictionary","Auth","i18n","localized"
"auth.confirm.spam","dictionary","Auth","i18n","localized"
"auth.resent_title","dictionary","Auth","i18n","localized"
"auth.resent_sub","dictionary","Auth","i18n","localized"
"auth.confirm.resend","dictionary","Auth","i18n","localized"
"auth.join","dictionary","Auth","i18n","localized"
"auth.signin.sub","dictionary","Auth","i18n","localized"
"auth.register.sub","dictionary","Auth","i18n","localized"
"auth.fullname","dictionary","Auth","i18n","localized"
"auth.fullname.placeholder","dictionary","Auth","i18n","localized"
"auth.phone","dictionary","Auth","i18n","localized"
"auth.optional","dictionary","Auth","i18n","localized"
"auth.linkedin","dictionary","Auth","i18n","localized"
"auth.plan.choose","dictionary","Auth","i18n","localized"
"auth.plan.starter","dictionary","Auth","i18n","localized"
"auth.plan.free","dictionary","Auth","i18n","localized"
"auth.plan.free_f1","dictionary","Auth","i18n","localized"
"auth.plan.free_f2","dictionary","Auth","i18n","localized"
"auth.plan.free_f3","dictionary","Auth","i18n","localized"
"auth.plan.free_f4","dictionary","Auth","i18n","localized"
"auth.plan.allaccess","dictionary","Auth","i18n","localized"
"auth.plan.month","dictionary","Auth","i18n","localized"
"auth.plan.paid_f1","dictionary","Auth","i18n","localized"
"auth.plan.paid_f2","dictionary","Auth","i18n","localized"
"auth.plan.paid_f3","dictionary","Auth","i18n","localized"
"auth.plan.paid_f4","dictionary","Auth","i18n","localized"
"auth.plan.paid_f5","dictionary","Auth","i18n","localized"
"auth.plan.paid_f6","dictionary","Auth","i18n","localized"
"auth.password","dictionary","Auth","i18n","localized"
"auth.aria.pwd_req","dictionary","Auth","i18n","localized"
"auth.pwd_requirements","dictionary","Auth","i18n","localized"
"auth.aria.hide_pwd","dictionary","Auth","i18n","localized"
"auth.aria.show_pwd","dictionary","Auth","i18n","localized"
"auth.remember","dictionary","Auth","i18n","localized"
"auth.forgot_link","dictionary","Auth","i18n","localized"
"auth.secure.info","dictionary","Auth","i18n","localized"
"auth.loading","dictionary","Auth","i18n","localized"
"auth.signin.btn","dictionary","Auth","i18n","localized"
"auth.create_free","dictionary","Auth","i18n","localized"
"auth.continue_payment","dictionary","Auth","i18n","localized"
"auth.or","dictionary","Auth","i18n","localized"
"auth.google","dictionary","Auth","i18n","localized"
"auth.stripe.secure","dictionary","Auth","i18n","localized"
"auth.nocard","dictionary","Auth","i18n","localized"
"auth.switch.to.register","dictionary","Auth","i18n","localized"
"auth.switch.to.login","dictionary","Auth","i18n","localized"
"pcert.other","dictionary","Certifications","i18n","localized"
"pcert.label","dictionary","Certifications","i18n","localized"
"pcert.title","dictionary","Certifications","i18n","localized"
"pcert.sub","dictionary","Certifications","i18n","localized"
"pcert.upload_h","dictionary","Certifications","i18n","localized"
"pcert.upload_sub","dictionary","Certifications","i18n","localized"
"pcert.coming_soon","dictionary","Certifications","i18n","localized"
"pcert.platforms","dictionary","Certifications","i18n","localized"
"resume.up_pdf","dictionary","Resume Studio","i18n","localized"
"resume.up_pdf_ok","dictionary","Resume Studio","i18n","localized"
"resume.up_word","dictionary","Resume Studio","i18n","localized"
"resume.up_word_err","dictionary","Resume Studio","i18n","localized"
"resume.up_parsing","dictionary","Resume Studio","i18n","localized"
"resume.up_word_ok","dictionary","Resume Studio","i18n","localized"
"resume.up_generic","dictionary","Resume Studio","i18n","localized"
"resume.up_ok","dictionary","Resume Studio","i18n","localized"
"resume.up_err","dictionary","Resume Studio","i18n","localized"
"resume.sec_skills","dictionary","Resume Studio","i18n","localized"
"resume.sec_certs","dictionary","Resume Studio","i18n","localized"
"resume.studio_title","dictionary","Resume Studio","i18n","localized"
"resume.subtitle","dictionary","Resume Studio","i18n","localized"
"resume.undo","dictionary","Resume Studio","i18n","localized"
"resume.redo","dictionary","Resume Studio","i18n","localized"
"resume.reading","dictionary","Resume Studio","i18n","localized"
"resume.upload","dictionary","Resume Studio","i18n","localized"
"resume.style","dictionary","Resume Studio","i18n","localized"
"resume.templates","dictionary","Resume Studio","i18n","localized"
"resume.saved","dictionary","Resume Studio","i18n","localized"
"resume.save","dictionary","Resume Studio","i18n","localized"
"resume.download","dictionary","Resume Studio","i18n","localized"
"resume.style_controls","dictionary","Resume Studio","i18n","localized"
"resume.body_font","dictionary","Resume Studio","i18n","localized"
"resume.compact","dictionary","Resume Studio","i18n","localized"
"resume.spacious","dictionary","Resume Studio","i18n","localized"
"resume.name_size","dictionary","Resume Studio","i18n","localized"
"resume.small","dictionary","Resume Studio","i18n","localized"
"resume.large","dictionary","Resume Studio","i18n","localized"
"resume.accent_color","dictionary","Resume Studio","i18n","localized"
"resume.text_color","dictionary","Resume Studio","i18n","localized"
"resume.exec_templates","dictionary","Resume Studio","i18n","localized"
"resume.tip_strong","dictionary","Resume Studio","i18n","localized"
"resume.tip_rest","dictionary","Resume Studio","i18n","localized"
"resume.sec_exec_profile","dictionary","Resume Studio","i18n","localized"
"resume.sec_summary","dictionary","Resume Studio","i18n","localized"
"resume.sec_experience","dictionary","Resume Studio","i18n","localized"
"resume.sec_education","dictionary","Resume Studio","i18n","localized"
"resume.sec_projects","dictionary","Resume Studio","i18n","localized"
"resume.sec_core_skills","dictionary","Resume Studio","i18n","localized"
"resume.autosave","dictionary","Resume Studio","i18n","localized"
"enroll.toast.received","dictionary","Enrollment","i18n","localized"
"enroll.toast.contact","dictionary","Enrollment","i18n","localized"
"enroll.back","dictionary","Enrollment","i18n","localized"
"enroll.app_subtitle","dictionary","Enrollment","i18n","localized"
"enroll.select_plan","dictionary","Enrollment","i18n","localized"
"enroll.save_annual","dictionary","Enrollment","i18n","localized"
"enroll.popular","dictionary","Enrollment","i18n","localized"
"enroll.per_month","dictionary","Enrollment","i18n","localized"
"enroll.more_benefits","dictionary","Enrollment","i18n","localized"
"enroll.selected","dictionary","Enrollment","i18n","localized"
"enroll.your_info","dictionary","Enrollment","i18n","localized"
"enroll.label.fullname","dictionary","Enrollment","i18n","localized"
"enroll.ph.name","dictionary","Enrollment","i18n","localized"
"enroll.label.email","dictionary","Enrollment","i18n","localized"
"enroll.ph.email","dictionary","Enrollment","i18n","localized"
"enroll.label.phone","dictionary","Enrollment","i18n","localized"
"enroll.label.country","dictionary","Enrollment","i18n","localized"
"enroll.ph.country","dictionary","Enrollment","i18n","localized"
"enroll.label.company","dictionary","Enrollment","i18n","localized"
"enroll.optional","dictionary","Enrollment","i18n","localized"
"enroll.ph.company","dictionary","Enrollment","i18n","localized"
"enroll.label.jobtitle","dictionary","Enrollment","i18n","localized"
"enroll.ph.role","dictionary","Enrollment","i18n","localized"
"enroll.processing","dictionary","Enrollment","i18n","localized"
"enroll.proceed","dictionary","Enrollment","i18n","localized"
"enroll.monthly_total","dictionary","Enrollment","i18n","localized"
"enroll.save_annual_plan","dictionary","Enrollment","i18n","localized"
"enroll.whats_included","dictionary","Enrollment","i18n","localized"
"enroll.security","dictionary","Enrollment","i18n","localized"
"reset.err.policy","dictionary","Auth","i18n","localized"
"reset.mismatch","dictionary","Auth","i18n","localized"
"reset.toast.success","dictionary","Auth","i18n","localized"
"reset.err.generic","dictionary","Auth","i18n","localized"
"reset.success.title","dictionary","Auth","i18n","localized"
"reset.success.desc","dictionary","Auth","i18n","localized"
"reset.success.btn","dictionary","Auth","i18n","localized"
"reset.expired.title","dictionary","Auth","i18n","localized"
"reset.expired.desc","dictionary","Auth","i18n","localized"
"reset.expired.btn","dictionary","Auth","i18n","localized"
"reset.loading","dictionary","Auth","i18n","localized"
"reset.title","dictionary","Auth","i18n","localized"
"reset.desc","dictionary","Auth","i18n","localized"
"reset.label.new","dictionary","Auth","i18n","localized"
"reset.hide","dictionary","Auth","i18n","localized"
"reset.show","dictionary","Auth","i18n","localized"
"reset.label.confirm","dictionary","Auth","i18n","localized"
"reset.btn.updating","dictionary","Auth","i18n","localized"
"reset.btn.update","dictionary","Auth","i18n","localized"
"reset.security","dictionary","Auth","i18n","localized"
"portal.settings.days","dictionary","Settings","i18n","localized"
"portal.settings.title","dictionary","Settings","i18n","localized"
"portal.settings.subtitle","dictionary","Settings","i18n","localized"
"portal.settings.profile","dictionary","Settings","i18n","localized"
"portal.settings.label.name","dictionary","Settings","i18n","localized"
"portal.settings.ph.name","dictionary","Settings","i18n","localized"
"portal.settings.label.email","dictionary","Settings","i18n","localized"
"portal.settings.label.country","dictionary","Settings","i18n","localized"
"portal.settings.label.linkedin","dictionary","Settings","i18n","localized"
"portal.settings.ph.linkedin","dictionary","Settings","i18n","localized"
"portal.settings.label.github","dictionary","Settings","i18n","localized"
"portal.settings.ph.github","dictionary","Settings","i18n","localized"
"portal.settings.saved","dictionary","Settings","i18n","localized"
"portal.settings.saving","dictionary","Settings","i18n","localized"
"portal.settings.save_profile","dictionary","Settings","i18n","localized"
"portal.settings.lang_region","dictionary","Settings","i18n","localized"
"portal.settings.portal_lang","dictionary","Settings","i18n","localized"
"portal.settings.save_pref","dictionary","Settings","i18n","localized"
"portal.settings.notifications_title","dictionary","Settings","i18n","localized"
"portal.settings.subscription_title","dictionary","Settings","i18n","localized"
"portal.settings.active","dictionary","Settings","i18n","localized"
"portal.settings.days_remaining","dictionary","Settings","i18n","localized"
"portal.settings.days_unit","dictionary","Settings","i18n","localized"
"portal.settings.upgrade_annual","dictionary","Settings","i18n","localized"
"portal.settings.billing","dictionary","Settings","i18n","localized"
"portal.settings.cancel","dictionary","Settings","i18n","localized"
"portal.settings.account_actions","dictionary","Settings","i18n","localized"
"portal.settings.export_soon","dictionary","Settings","i18n","localized"
"portal.settings.pwd_sent","dictionary","Settings","i18n","localized"
"portal.settings.delete_confirm","dictionary","Settings","i18n","localized"
"portal.settings.sign_out","dictionary","Settings","i18n","localized"
"referral.student.step1","dictionary","Other","i18n","localized"
"referral.student.step2","dictionary","Other","i18n","localized"
"referral.student.step3","dictionary","Other","i18n","localized"
"referral.student.step4","dictionary","Other","i18n","localized"
"referral.affiliate.step1","dictionary","Other","i18n","localized"
"referral.affiliate.step2","dictionary","Other","i18n","localized"
"referral.affiliate.step3","dictionary","Other","i18n","localized"
"referral.affiliate.step4","dictionary","Other","i18n","localized"
"referral.badge","dictionary","Other","i18n","localized"
"referral.hero.title","dictionary","Other","i18n","localized"
"referral.hero.subtitle","dictionary","Other","i18n","localized"
"referral.hero.reward","dictionary","Other","i18n","localized"
"referral.student.title","dictionary","Other","i18n","localized"
"referral.student.subtitle","dictionary","Other","i18n","localized"
"referral.student.description","dictionary","Other","i18n","localized"
"referral.howItWorks","dictionary","Other","i18n","localized"
"referral.student.reward","dictionary","Other","i18n","localized"
"referral.student.cta","dictionary","Other","i18n","localized"
"referral.kit.link","dictionary","Other","i18n","localized"
"referral.affiliate.title","dictionary","Other","i18n","localized"
"referral.affiliate.subtitle","dictionary","Other","i18n","localized"
"referral.affiliate.description","dictionary","Other","i18n","localized"
"referral.affiliate.reward","dictionary","Other","i18n","localized"
"referral.affiliate.cta","dictionary","Other","i18n","localized"
"referral.terms.title","dictionary","Other","i18n","localized"
"referral.terms.t1","dictionary","Other","i18n","localized"
"referral.terms.t2","dictionary","Other","i18n","localized"
"referral.terms.t3","dictionary","Other","i18n","localized"
"referral.terms.t4","dictionary","Other","i18n","localized"
"referral.terms.t5","dictionary","Other","i18n","localized"
"courses.title","dictionary","Courses","i18n","localized"
"courses.subtitle","dictionary","Courses","i18n","localized"
"courses.my_career_path","dictionary","Courses","i18n","localized"
"courses.loading","dictionary","Courses","i18n","localized"
"courses.no_programs","dictionary","Courses","i18n","localized"
"courses.no_programs_sub","dictionary","Courses","i18n","localized"
"courses.your_program","dictionary","Courses","i18n","localized"
"courses.access_pass","dictionary","Courses","i18n","localized"
"courses.continue","dictionary","Courses","i18n","localized"
"courses.start","dictionary","Courses","i18n","localized"
"course.loading","dictionary","Program Details","i18n","localized"
"course.back","dictionary","Program Details","i18n","localized"
"course.modules","dictionary","Program Details","i18n","localized"
"course.lessons","dictionary","Program Details","i18n","localized"
"course.module_header","dictionary","Program Details","i18n","localized"
"course.modules_preparing","dictionary","Program Details","i18n","localized"
"lesson.err_load","dictionary","Program Details","i18n","localized"
"chapter.loading","dictionary","Program Details","i18n","localized"
"paywall.completed_title","dictionary","Program Details","i18n","localized"
"paywall.completed_l1","dictionary","Program Details","i18n","localized"
"paywall.completed_l2","dictionary","Program Details","i18n","localized"
"paywall.per_month","dictionary","Program Details","i18n","localized"
"paywall.features","dictionary","Program Details","i18n","localized"
"paywall.unlock_cta","dictionary","Program Details","i18n","localized"
"paywall.go_back","dictionary","Program Details","i18n","localized"
"paywall.secure","dictionary","Program Details","i18n","localized"
"chapter.back","dictionary","Program Details","i18n","localized"
"chapter.lesson","dictionary","Program Details","i18n","localized"
"lesson.key_points","dictionary","Program Details","i18n","localized"
"chapter.transcript","dictionary","Program Details","i18n","localized"
"chapter.transcript_notice","dictionary","Program Details","i18n","localized"
"chapter.read_along","dictionary","Program Details","i18n","localized"
"chapter.visual_breakdown","dictionary","Program Details","i18n","localized"
"chapter.generating_visuals","dictionary","Program Details","i18n","localized"
"chapter.diagram","dictionary","Program Details","i18n","localized"
"chapter.instructor_subtitle","dictionary","Program Details","i18n","localized"
"chapter.speaking","dictionary","Program Details","i18n","localized"
"chapter.listening","dictionary","Program Details","i18n","localized"
"chapter.connecting","dictionary","Program Details","i18n","localized"
"chapter.connection_failed","dictionary","Program Details","i18n","localized"
"chapter.ready","dictionary","Program Details","i18n","localized"
"chapter.you","dictionary","Program Details","i18n","localized"
"chapter.start","dictionary","Program Details","i18n","localized"
"chapter.end_session","dictionary","Program Details","i18n","localized"
"chapter.close_study_guide","dictionary","Program Details","i18n","localized"
"chapter.course_study_guide","dictionary","Program Details","i18n","localized"
"chapter.study_guide","dictionary","Program Details","i18n","localized"
"chapter.read_only","dictionary","Program Details","i18n","localized"
"lesson.study_guide","dictionary","Program Details","i18n","localized"
"chapter.recap_complete","dictionary","Program Details","i18n","localized"
"chapter.continue_quiz","dictionary","Program Details","i18n","localized"
"chapter.continue_lesson","dictionary","Program Details","i18n","localized"
"chapter.no_lessons","dictionary","Program Details","i18n","localized"
"chapter.quiz.title","dictionary","Program Details","i18n","localized"
"chapter.quiz.ready","dictionary","Program Details","i18n","localized"
"interview.coach_title","dictionary","Interview","i18n","localized"
"interview.coach_locked","dictionary","Interview","i18n","localized"
"interview.view_plans","dictionary","Interview","i18n","localized"
"interview.title","dictionary","Interview","i18n","localized"
"interview.subtitle","dictionary","Interview","i18n","localized"
"interview.diff_","dictionary","Interview","i18n","localized"
"interview.how_it_works","dictionary","Interview","i18n","localized"
"interview.step1","dictionary","Interview","i18n","localized"
"interview.step2a","dictionary","Interview","i18n","localized"
"interview.step2b","dictionary","Interview","i18n","localized"
"interview.step3","dictionary","Interview","i18n","localized"
"interview.step4","dictionary","Interview","i18n","localized"
"interview.preparing","dictionary","Interview","i18n","localized"
"interview.interviewer","dictionary","Interview","i18n","localized"
"interview.placeholder","dictionary","Interview","i18n","localized"
"interview.tip","dictionary","Interview","i18n","localized"
"interview.next","dictionary","Interview","i18n","localized"
"interview.finish","dictionary","Interview","i18n","localized"
"interview.evaluating","dictionary","Interview","i18n","localized"
"interview.analyzing","dictionary","Interview","i18n","localized"
"interview.score_label","dictionary","Interview","i18n","localized"
"interview.metric_agile","dictionary","Interview","i18n","localized"
"interview.metric_leadership","dictionary","Interview","i18n","localized"
"interview.metric_communication","dictionary","Interview","i18n","localized"
"interview.metric_solving","dictionary","Interview","i18n","localized"
"interview.strengths","dictionary","Interview","i18n","localized"
"interview.areas","dictionary","Interview","i18n","localized"
"interview.ai_feedback","dictionary","Interview","i18n","localized"
"interview.try_again","dictionary","Interview","i18n","localized"
"interview.new_questions","dictionary","Interview","i18n","localized"
"err.notfound","dictionary","Other","i18n","localized"
"err.return_home","dictionary","Other","i18n","localized"
"portal.no_courses","dictionary","Dashboard","i18n","localized"
"portal.browse_courses","dictionary","Dashboard","i18n","localized"
"portal.live","dictionary","Dashboard","i18n","localized"
"portal.loading_courses","dictionary","Dashboard","i18n","localized"
"portal.prof_name","dictionary","Dashboard","i18n","localized"
"portal.prof_title","dictionary","Dashboard","i18n","localized"
"portal.this_week","dictionary","Dashboard","i18n","localized"
"portal.momentum_empty","dictionary","Dashboard","i18n","localized"
"portal.prof_analyzing","dictionary","Dashboard","i18n","localized"
"portal.prof_mentor","dictionary","Dashboard","i18n","localized"
"portal.prof_reviewing","dictionary","Dashboard","i18n","localized"
"portal.prof_personalizing","dictionary","Dashboard","i18n","localized"
"portal.prof_ready","dictionary","Dashboard","i18n","localized"
"portal.stat_overall","dictionary","Dashboard","i18n","localized"
"portal.stat_streak","dictionary","Dashboard","i18n","localized"
"portal.stat_points","dictionary","Dashboard","i18n","localized"
"portal.stat_active","dictionary","Dashboard","i18n","localized"
"portal.refresh","dictionary","Dashboard","i18n","localized"
"portal.get_analysis","dictionary","Dashboard","i18n","localized"
"portal.go_courses","dictionary","Dashboard","i18n","localized"
"cert.badge","dictionary","Other","i18n","localized"
"cert.h1a","dictionary","Other","i18n","localized"
"cert.h1b","dictionary","Other","i18n","localized"
"cert.sub","dictionary","Other","i18n","localized"
"cert.levels_label","dictionary","Other","i18n","localized"
"cert.levels_h2a","dictionary","Other","i18n","localized"
"cert.levels_assoc","dictionary","Other","i18n","localized"
"cert.levels_of","dictionary","Other","i18n","localized"
"cert.levels_fellow","dictionary","Other","i18n","localized"
"cert.level_of_7a","dictionary","Other","i18n","localized"
"cert.level_of_7b","dictionary","Other","i18n","localized"
"cert.weeks","dictionary","Other","i18n","localized"
"cert.active","dictionary","Other","i18n","localized"
"cert.how_label","dictionary","Other","i18n","localized"
"cert.how_h2a","dictionary","Other","i18n","localized"
"cert.how_h2b","dictionary","Other","i18n","localized"
"cert.cta_h2a","dictionary","Other","i18n","localized"
"cert.cta_h2b","dictionary","Other","i18n","localized"
"cert.cta_sub","dictionary","Other","i18n","localized"
"cert.enroll_btn","dictionary","Other","i18n","localized"
"cert.view_btn","dictionary","Other","i18n","localized"
"mentor.hero_sub","dictionary","AI Mentor","i18n","localized"
"mentor.soon","dictionary","AI Mentor","i18n","localized"
"mentor.title","dictionary","AI Mentor","i18n","localized"
"courses.translations","database","Courses / Program Details","content-ops","audit-required"
"chapters.translations","database","Courses / Program Details","content-ops","audit-required"
"videos.translations","database","Courses / Program Details","content-ops","audit-required"
"src/data/simulations.ts (≈375 strings)","simulation","Simulations","content-ops","not-localized"
"aiScrumMasterFull.ts (curriculum titles/objectives)","structured-code","Flagship","curriculum","protected/course-content"
"resourcesData.ts","structured-code","Resources","content-ops","review-required"
